index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
1294,0.97,9926.65,9927.717,So I totally appreciate that.,243,,
1295,0.97,9927.717,9929.219,Are there any other comments on the bill?,243,,
1296,0.97,9929.219,9934.257,Okay hearing and seeing that I asked that the clerk call the roll on the passage of the bill.,243,,
1297,0.97,9934.257,9937.027,"Peterson, yes.",244,,
1298,0.97,9937.027,9939.029,"Sawant, yes.",244,,
1299,0.97,9939.029,9940.964,"Strauss, yes.",244,,
1300,0.97,9940.964,9942.165,"Herboldt, yes.",244,,
1301,0.97,9942.165,9943.867,"Lewis, yes.",244,,
1302,0.97,9943.867,9946.069,"Morale is, yes.",244,,
1303,0.97,9946.069,9947.07,"Mosqueda, yes.",244,,
1304,0.97,9947.07,9950.44,"President Gonzales, yes.",244,,
1305,0.97,9950.44,9956.479,Eight in favor not opposed.,244,,
1306,0.97,9956.479,9962.886,Thank you Madame clerk.,245,,
1307,0.97,9962.886,9964.854,The bill passes and the chair will sign it.,245,,
1308,0.97,9964.854,9967.524,I asked that the clerk please affix my signature to the legislation.,245,,
1309,0.97,9967.524,9973.596,Agenda item number 14 PR.,245,,
1310,0.97,9973.596,9991.481,Counsel bill 119 842 Establishng labor standards for paid sick and paid state for gig workers working in Seattle and amending sections 100.015 and .0 80 Oh ordinance 1260 and I want to make technical corrections.,245,,
1311,0.97,9991.481,9992.916,Thank you Madame clerk.,246,,
1312,0.97,9992.916,9997.52,I moved to Cal past counsel bill 119842.,246,,
1313,0.97,9997.52,10001.324,Is there a second?,246,,
1314,0.97,10001.324,10002.826,It has been moved and second.,246,,
1315,0.97,10002.826,10008.198,And to pass the bill Councilmember skate I believe you're going to take the lead on speaking on this bill.,246,,
1316,0.97,10008.198,10010.066,So I am going to handed over to you.,246,,
1317,0.97,10010.066,10014.304,Thank you Madame President.,247,,
1318,0.97,10014.304,10017.607,This is a technical memo that clarifies that this ordinance only applies to independent contractors.,247,,
1319,0.97,10017.607,10030.353,And that individuals who are already covered by Seattle's paid sick and save time ordinance . This should be pretty self explanatory but we were told by office of labor standards that we had to have this in code so that is what we are doing today.,247,,
1320,0.97,10030.353,10034.657,Thank you Councilmember Mosqueda.,248,,
1321,0.97,10034.657,10039.329,Are there any other comments on the bill?,248,,
1322,0.97,10039.329,10043.199,Seeing and hearing none with the clerk please call the roll on the passage of the bill.,248,,
1323,0.97,10043.199,10046.936,"Peterson, yes.",249,,
1324,0.97,10046.936,10049.172,"Sawant, yes.",249,,
1325,0.97,10049.172,10051.941,"Strauss, yes.",249,,
1326,0.97,10051.941,10054.377,"Herboldt, yes.",249,,
1327,0.97,10054.377,10055.678,"Lewis, yes.",249,,
1328,0.97,10055.678,10058.281,"Morale is, yes.",249,,
1329,0.97,10058.281,10062.085,"Mosqueda, yes.",249,,
1330,0.97,10062.085,10063.553,"President Gonzales, yes.",249,,
1331,0.97,10063.553,10068.892,Eight in favor not opposed.,249,,
1332,0.97,10068.892,10072.362,Thank you so much of the bill passes and the chair will sign it.,250,,
1333,0.97,10072.362,10076.132,I asked the clerk please affix my signature to the legislation.,250,,
1334,0.97,10076.132,10076.866,Okay agenda item 15.,250,,
1335,0.97,10076.866,10082.906,Will the clerk is read agenda item 15 into the record.,250,,
1336,0.97,10082.906,10093.516,"Resolution 31961 affirming the rights of members of the press, legal observers and medical personnel covering a protest against police brutality.",250,,
1337,0.97,10093.516,10097.086,Thank you Madame clerk.,251,,
1338,0.97,10097.086,10099.289,I will move to adopt resolution 319 61.,251,,
1339,0.97,10099.289,10102.125,Is there a second.,251,,
1340,0.97,10102.125,10108.031,It has been moved and Seconded to adopt the resolution.,251,,
1341,0.97,10108.031,10129.319,"I understand that you have a substitute version so I would like to suggest that before we make general comments, that we get the substitute before us and then we can open up, of the substitute version of resolution 31961.",251,,
1342,0.97,10129.319,10130.353,Thank you Madame President.,252,,
1343,0.97,10130.353,10141.064,I moved to amend resolution 31961 by substituting version 44 version 2 A. it has been moved and Seconded thank you.,252,,
1344,0.97,10141.064,10142.365,To substitute the resolution.,252,,
1345,0.97,10142.365,10147.837,Councilmember Mosqueda would you like us to just go ahead and take a vote on the substitute.,252,,
1346,0.97,10147.837,10152.242,Then we can make comments about the substitute version?,252,,
1347,0.97,10152.242,10160.917,"Unless our colleagues, we did have a conversation about it, the content of what is in the substitute version.",252,,
1348,0.97,10160.917,10170.393,Is there any need for additional description by the prime sponsor about what is in the substitute?,252,,
1349,0.97,10170.393,10178.401,Hearing the we will go ahead and asked the clerk to call the roll on the adoption of the substitute.,253,,
1350,0.97,10178.401,10182.071,"Peterson, yes.",254,,
1351,0.97,10182.071,10184.908,"Sawant, yes.",254,,
1352,0.97,10184.908,10186.409,"Strauss, yes.",254,,
1353,0.97,10186.409,10189.712,"Herboldt, yes.",254,,
1354,0.97,10189.712,10196.92,"Lewis, yes . morale of, yes.",254,,
1355,0.97,10196.92,10205.895,"Mosqueda, yes.",254,,
1356,0.97,10205.895,10208.898,"President Gonzales, yes.",254,,
1357,0.97,10208.898,10213.603,Eight in favor not opposed.,254,,
1358,0.97,10213.603,10214.904,Thank you the motion carries.,255,,
1359,0.97,10214.904,10217.807,The substitution is adopted and version 3 of the resolution is before the Council.,255,,
1360,0.97,10217.807,10227.25,I am going to have it back over to Councilmember Mosqueda to provide us with a room remarks about the resolution as amended.,255,,
1361,0.97,10227.25,10237.961,And that I will open it up for general comment and debate and we will then take a final roll call on it.,255,,
1362,0.97,10237.961,10238.928,Thank you Madame President.,256,,
1363,0.97,10238.928,10241.764,"For the record, I believe we have version 4 in front of us.",256,,
1364,0.97,10241.764,10245.235,Given the amendment that was circulated.,256,,
1365,0.97,10245.235,10247.537,Just want to double check that that is what we voted on.,256,,
1366,0.97,10247.537,10249.973,Was correct it was an error on my part.,256,,
1367,0.97,10249.973,10250.373,I apologize.,256,,
1368,0.97,10250.373,10252.542,Thank you I just wanted to make sure.,257,,
1369,0.97,10252.542,10253.876,It is been a long day.,257,,
1370,0.97,10253.876,10257.48,So I just thought I would Chime in there.,257,,
1371,0.97,10257.48,10263.586,"Counsel Collies, the resolution in front of us affirms that the free press have the right to cover protests in our community.",257,,
1372,0.97,10263.586,10281.504,"We know that during the last few months of the protests that we have seen Seattle and across the country, journalists have been subject to tactics that serve to intimidate or discourage reporters from performing their jobs.",257,,
1373,0.97,10281.504,10283.906,The responsibilities to observe these events and reported to the public.,257,,
1374,0.97,10283.906,10292.248,Local media outlets have said the ruling that we have seen from the local court that will require them to turn over photos and videos taken a protest threatens journalists roles.,257,,
1375,0.97,10292.248,10296.619,And prevents them from being seen as neutral observers.,257,,
1376,0.97,10296.619,10302.225,Could further erode trust between the public and the local media.,257,,
1377,0.97,10302.225,10306.296,This is a concern that we on city council want to make sure that we address and on.,257,,
1378,0.97,10306.296,10312.735,We want to make sure that those who are reporting in our streets are free from intimidation with covering protests.,257,,
1379,0.97,10312.735,10330.787,"Increasingly, as we saw covered in Crosscut recently, journalists have reason to fear for their physical safety . I pouring from cross cut right now they say the covering events like protests, journalists have given, I'm sorry when covering events like protests journalists have reason to fear for their physical safety.",257,,
1380,0.97,10330.787,10336.259,Forcing journalists to give their work to police would make them less welcome and increase those risks.,257,,
1381,0.97,10336.259,10344.267,Protests have constantly been some of the most dangerous on the site jobs for journalists working in the United States.,257,,
1382,0.97,10344.267,10346.069,And it has increased over the past three years.,257,,
1383,0.97,10346.069,10358.881,"Saying much of the violence, I'm sorry much of the violence from police committing acts of violence against journalist people sometimes protesters also mess out.",257,,
1384,0.97,10358.881,10360.149,This amendment addresses these issues.,257,,
1385,0.97,10360.149,10366.155,"No matter what our political opinions are, it is important that journalists have the ability to cover protests safely.",257,,
1386,0.97,10366.155,10373.596,"To be safe, to feel safe and that the right to go to the protest is protected.",257,,
1387,0.97,10373.596,10376.265,And that is especially true when it comes to our police force.,257,,
1388,0.97,10376.265,10378.167,These are members who work for the city.,257,,
1389,0.97,10378.167,10387.21,We want to make sure that those who are covering these protests are not subject to the issues that we have seen repeatedly here in the city of Seattle.,257,,
1390,0.97,10387.21,10399.322,"Where reporters have been hit with flash bangs, experienced tear gas, and have also been arrested in our city and incarcerated for hours . as they awaited release.",257,,
1391,0.97,10399.322,10408.464,This resolution also applies to legal observers and medics who are at a protest to ensure that their legal rights and their safety is also protected at protests.,257,,
1392,0.97,10408.464,10418.508,"These legal observers and medics have also been subject to gassing, arrests and intimidation.",257,,
1393,0.97,10418.508,10421.844,Reports from the past month include legal observers who have been targeted by the police.,257,,
1394,0.97,10421.844,10429.452,And medics who have been trying to a protest is being sprayed and hit in the face and also experience flash bangs hitting their bodies.,257,,
1395,0.97,10429.452,10433.256,It is embarrassing that the city of Seattle is highlighted in a more recent amnesty International report.,257,,
1396,0.97,10433.256,10437.16,The report is entitled of the world is watching.,257,,
1397,0.97,10437.16,10452.275,Mass violations by U.S. police a black lives matter protesters . It covers atrocities committed right here in Seattle in the chapter is titled human rights violations in the policing of protests.,257,,
1398,0.97,10452.275,10458.381,And Seattle is the first way that is highlighted in this report on page 22.,257,,
1399,0.97,10458.381,10473.229,"And if I might briefly call your attention to one of the stories that is highlighted, many of you know the story of Adriana a 26-year-old student was struck in the chest as she was kneeling down approximately 20 feet in front of the Seattle police line.",257,,
1400,0.97,10473.229,10478.668,She and her friends have been stripping food that evening at protests.,257,,
1401,0.97,10478.668,10481.103,She moved to the front to talk with police to De-Escalate attention.,257,,
1402,0.97,10481.103,10486.609,"Shortly after talking with officers, she was hit with a flash grenade.",257,,
1403,0.97,10486.609,10502.925,An intensive care nurse who was standing at the a station behind the protesters said that she could smell the pepper spray and hear what the found it like when the bombs exploded everywhere as people started rushing towards the a station.,257,,
1404,0.97,10502.925,10504.727,She was treating four different people at the time.,257,,
1405,0.97,10504.727,10508.931,Brushing chemical irritants from their eyes and treating welts on their arms and legs being hit with flash grenades.,257,,
1406,0.97,10508.931,10512.301,"As she was treating them, so we started screaming she's been hit in the chest.",257,,
1407,0.97,10512.301,10513.302,She's been hit in the chest.,257,,
1408,0.97,10513.302,10519.141,"Yet even as the medic and other medics scrambled to treat her, please continue to fire tear gas.",257,,
1409,0.97,10519.141,10524.146,Last grenades and rubber bullets at them . and a station.,257,,
1410,0.97,10524.146,10529.118,Police then advanced on the eight station firing last grenades and pepper balls inside.,257,,
1411,0.97,10529.118,10539.862,The station was clearly marked with identifying signs and red crosses and filled with tables stuck with water bottles and first-aid supplies.,257,,
1412,0.97,10539.862,10542.064,This is why this resolution is important.,257,,
1413,0.97,10542.064,10558.514,"Four of the press, for legal observers who we have seen on camera repeatedly being sprayed with pepper spray, and for medics who are trying to care for those who have experienced this type of trauma in our streets.",257,,
1414,0.97,10558.514,10560.049,We do have the positive news this morning.,257,,
1415,0.97,10560.049,10562.752,And that is why the resolution is amended in front of you.,257,,
1416,0.97,10562.752,10564.053,To include a new section 5.,257,,
1417,0.97,10564.053,10574.797,Positive news is that according to a stipulated injection from the Western District of Washington SPD will be enjoined or projectiles against certain protesters.,257,,
1418,0.97,10574.797,10590.012,"And the ruling says the Federal judge in Oregon also stated that although the first amendment does not Enumerate special rights for observing government entities, the Supreme Court has recognized that Newsgathering is an activity protected by the first amendment.",257,,
1419,0.97,10590.012,10601.324,"Without some protection for speaking out, the news, freedom of the press could be Eviscerated.",257,,
1420,0.97,10601.324,10603.726,This is incredibly important that these decisions were made today.,257,,
1421,0.97,10603.726,10622.845,"We want to make sure that we are doing everything we can to not only separate members of the press for being seen as an arm of the government or an extension of the police, but that we are constantly thinking about how we protect them in the moments of the covering.",257,,
1422,0.97,10622.845,10627.149,Folks expressing their first amendment rights in addition to making sure that legal observers and medics are protected as well.,257,,
1423,0.97,10627.149,10642.365,Appreciate all of your work counsel colleagues as we raise at this resolution is recognized as that this follows on the heels of unanimous votes that we have taken to prevent these types of weapons from being used in our streets.,257,,
1424,0.97,10642.365,10655.044,"Obviously more works to be done and I know this Council is committed to that that I think this is an important step in Reconfirming our commitment to protecting the press, legal observers and the medics at this time.",257,,
1425,0.97,10655.044,10656.979,Thank you for those remarks.,258,,
1426,0.97,10656.979,10663.586,It looks like we have a couple more folks who are interested in speaking.,258,,
1427,0.97,10663.586,10668.29,So I'm going to head over to Councilmember Peterson is one of the cosponsors.,258,,
1428,0.97,10668.29,10675.097,And then we will hear from Councilmember Herboldt.,258,,
1429,0.97,10675.097,10683.305,Thank you for introducing resolution 31961 welcoming me as a cosponsor.,259,,
1430,0.97,10683.305,10688.144,This is very important to me because I am passionate about the crucial role that a free place press plays another democracy.,259,,
1431,0.97,10688.144,10697.286,We must always protect journalists including those who cover protests and demonstrations so they can shine a light on the true providing accurate and independent reports.,259,,
1432,0.97,10697.286,10704.126,Social media posts in government issue reports are not a substitute for professional journalists.,259,,
1433,0.97,10704.126,10712.802,"As a highly respected journalist Walter Cronkite said freedom of the press is not just important to democracy, it is democracy.",259,,
1434,0.97,10712.802,10714.403,Thank you.,259,,
1435,0.97,10714.403,10719.842,Thank you Councilmember Peterson.,260,,
1436,0.97,10719.842,10720.342,Councilmember Herboldt.,260,,
1437,0.97,10720.342,10728.05,Thank you I want to thank Councilmember Mosqueda for bringing this forward back on July 10.,261,,
1438,0.97,10728.05,10729.819,I guess that is a month ago today.,261,,
1439,0.97,10729.819,10739.428,I wrote to the Mayor in chief regarding the arrest of a journalist Andrew of the defendant.,261,,
1440,0.97,10739.428,10741.03,And the threat of arrest about a journalist.,261,,
1441,0.97,10741.03,10759.882,"I have not yet received a reply . and as a reminder, it is really important to recognize that the municipal code in the police Department's policy as it relates to orders to disperse . specifically journalist.",261,,
1442,0.97,10759.882,10768.357,"Never the less, since then journalists are still reporting having chemical irritants or projectiles used on them.",261,,
1443,0.97,10768.357,10773.329,"And not just reporting it, I viewed it on live stream.",261,,
1444,0.97,10773.329,10778.4,Including Salsberry of Convergent media.,261,,
1445,0.97,10778.4,10783.572,And his threat of arrest was for the letter earlier.,261,,
1446,0.97,10783.572,10791.514,Using these devices on journalists has in effect the same impact as that of arrest.,261,,
1447,0.97,10791.514,10796.919,It results in journalist being unable to cover the events that they are there to report on.,261,,
1448,0.97,10796.919,10798.721,And thereby inform the public.,261,,
1449,0.97,10798.721,10811.734,The operation of the free press is a linchpin of American democracy . Thank you.,261,,
1450,0.97,10811.734,10815.237,Thank you so much . are there any other comments?,262,,
1451,0.97,10815.237,10818.44,Councilmember Sawant.,262,,
1452,0.97,10818.44,10820.843,Thank you.,263,,
1453,0.97,10820.843,10822.745,I will be voting in favor of this resolution.,263,,
1454,0.97,10822.745,10830.719,"Opposing police officers targeting journalists, arresting and abusing the and demanding that they turnover the video.",263,,
1455,0.97,10830.719,10834.857,Of course the same goes for legal legal observers and medics.,263,,
1456,0.97,10834.857,10840.763,I would add that this is a resolution that means that it does not have the force of the law.,263,,
1457,0.97,10840.763,10846.235,"Even if it were in orders for the force of the law, we have seen what happened with the police Department especially under Mayor Durkan's authority.",263,,
1458,0.97,10846.235,10856.679,We would need to remember the laws of Seattle have already prohibited police officer from targeting journalists but it still goes on.,263,,
1459,0.97,10856.679,10862.751,Which means the resolution will be insufficient to demand to defend the freedom of the press in Seattle.,263,,
1460,0.97,10862.751,10866.655,But it is still important for the Council to pass this resolution.,263,,
1461,0.97,10866.655,10879.401,"And because this is our final police Department related item, I wanted to take this opportunity to thank the members of the city council for their help in preparing the budget amendments.",263,,
1462,0.97,10879.401,10879.902,From my office.,263,,
1463,0.97,10879.902,10891.814,"As I mentioned with this but committee meeting, city Council and staff have been working on that agenda items almost around the clock that they they were working until just before midnight at least.",263,,
1464,0.97,10891.814,10901.29,And that was far from the first time it happened with the budget committee.,263,,
1465,0.97,10901.29,10902.124,It was the case before.,263,,
1466,0.97,10902.124,10903.392,The budget committee and so on.,263,,
1467,0.97,10903.392,10912.935,And I know there are several other examples . I wanted to particularly the Peekaboo work to Mimic office.,263,,
1468,0.97,10912.935,10923.579,"Of course, staff director Kiersten Harrison.",263,,
1469,0.97,10928.784,10932.454,My gratitude to each and every one of them.,263,,
1470,0.97,10932.454,10947.036,There they worked incredibly long hours in the budget in general and our movement has depended on them to write many versions of the remember and respond to every criticism of the amendment that our communities me.,263,,
1471,0.97,10947.036,10949.672,I know that others in the movement also appreciate their work.,263,,
1472,0.97,10949.672,10957.279,I also wanted to quickly publicly thank all Socialist community organizers in my office.,263,,
1473,0.97,10957.279,10973.662,"Jonathan Rosenblum, Sasha Sommer, Nick Jones and Adams and Kolsky who have done exemplary and self-sacrificing work and Needless to say, thanks to the hundreds if not thousands of people who have given of themselves in this fight . The fight will go on.",263,,
1474,0.97,10973.662,10976.699,I look forward to seeing everyone to the people's budget campaign in autumn.,263,,
1475,0.97,10976.699,10980.169,Thank you.,263,,
1476,0.97,10980.169,10988.911,Thank you . any other comment resolution?,263,,
1477,0.97,10988.911,10992.981,Let's like no other Councilmembers have been so mad.,263,,
1478,0.97,10992.981,10999.221,Councilmember Mosqueda you have the last word if you could close out the debate that will be great.,263,,
1479,0.97,10999.221,11001.824,Thank you Council President.,264,,
1480,0.97,11001.824,11004.426,I want to thank Councilmember Peterson for his Cosponsorship of this resolution.,264,,
1481,0.97,11004.426,11015.637,Also want to thank Aisha and Allie from central staff who were working on this resolution.,264,,
1482,0.97,11015.637,11029.151,Councilmembers out of Portland Oregon three weeks ago unanimously passed a similar resolution . so that we could really build on that across his region.,264,,
1483,0.97,11029.151,11031.854,Unfortunately we have seen very similar tactics used in other cities as well.,264,,
1484,0.97,11031.854,11044.733,"One element that I would like to lift up from ruling today, says described by the Ninth circuit, when wrongdoing is underway, officials have a great incentive to be blindfolded, to Blindfold though watchful eyes of the fourth estate.",264,,
1485,0.97,11044.733,11063.385,"When the government announces it is excluding the press for reasons such as administrative committees, preservation of evidence, or protection of reporter safety, it is its real motive may be to prevent the gathering of information on government abuses or incompetence.",264,,
1486,0.97,11063.385,11070.292,This is a critical time that we are in.,264,,
1487,0.97,11070.292,11077.666,"This is the tip of the iceberg in terms of accountability I think our city demands in terms of the images, live streaming, videos that we have seen.",264,,
1488,0.97,11077.666,11080.869,I have problems with counsel for taking this step today to pass this resolution.,264,,
1489,0.97,11080.869,11086.308,And I know that there will be more to come.,264,,
1490,0.97,11086.308,11091.713,Two provide safe evidence for protesters and journalists and medics in the price.,264,,
1491,0.97,11091.713,11095.317,Thank you Meta-President.,264,,
1492,0.97,11095.317,11097.719,Thank you for closing out the debate on the resolution.,265,,
1493,0.97,11097.719,11102.024,I am going to ask the clerk to call the roll.,265,,
1494,0.97,11102.024,11105.727,"Peterson, yes.",265,,
1495,0.97,11105.727,11107.429,"Sawant, yes.",265,,
1496,0.97,11107.429,11107.896,"Stress, yes.",265,,
1497,0.97,11107.896,11109.131,"Herboldt, yes.",265,,
1498,0.97,11109.131,11112.334,"Lewis, yes.",265,,
1499,0.97,11112.334,11114.837,"Morale is, yes.",265,,
1500,0.97,11114.837,11117.339,"Mosqueda, yes.",265,,
1501,0.97,11117.339,11119.141,"President Gonzales, yes.",265,,
1502,0.97,11119.141,11123.846,Eight in favor not opposed.,265,,
1503,0.97,11123.846,11127.382,Thank you Madam the resolution is adopted as amended and the chair will sign it.,266,,
1504,0.97,11127.382,11131.153,I asked the clerk to fix my signature to the legislation.,266,,
1505,0.97,11131.153,11136.258,Okay colleagues is that any further business to come before the Council?,266,,
1506,0.97,11136.258,11144.466,"Okay seeing no further business, colleagues this concludes the items of business on today's agenda.",266,,
1507,0.97,11144.466,11151.34,Our next city council meeting is scheduled for Monday August 17 2020 at 2 P.M.,266,,
1508,0.97,11151.34,11153.075,Again that goes our meeting for today.,266,,
1509,0.97,11153.075,11155.677,I hope that you all have a wonderful evening.,266,,
1510,0.97,11155.677,11156.578,And we are now adjourned.,266,,
1511,0.97,11156.578,11166.922,Thank you everyone.,266,,
1512,0.97,11173.328,11176.899,"98, is ther",266,,
1513,0.97,11176.899,11188.911,Is been moved and Seconded to pass the bill Councilmember Herboldt I believe you are going to speak to this bill.,267,,
1514,0.97,11188.911,11192.381,So if that is the case Uncle headed over to you to adjust.,267,,
1515,0.97,11192.381,11193.782,Then handed over to Councilmember Lewis.,268,,
1516,0.97,11193.782,11194.883,Thank you so much.,268,,
1517,0.97,11194.883,11197.719,Councilmember Lewis the floor is yours.,269,,
1518,0.97,11197.719,11201.123,Thank you so much.,270,,
1519,0.97,11201.123,11205.827,"We have discussed this so much, I don't really have anything else to add quite honestly.",270,,
1520,0.97,11205.827,11207.496,In the interest of time.,270,,
1521,0.97,11207.496,11215.203,Given how late it is.,270,,
1522,0.97,11215.203,11219.341,I honestly just want to rest on my earlier comment if that's okay.,270,,
1523,0.97,11219.341,11220.242,That's perfectly fine.,271,,
1524,0.97,11220.242,11227.849,We have been having conversations about this and counsel briefings.,271,,
1525,0.97,11227.849,11228.917,So I totally appreciate that.,271,,
1526,0.97,11228.917,11230.419,Are there any other comments on the bill?,271,,
1527,0.97,11230.419,11235.457,Okay hearing and seeing that I asked that the clerk call the roll on the passage of the bill.,271,,
1528,0.97,11235.457,11238.227,"Peterson, yes.",272,,
1529,0.97,11238.227,11240.228,"Sawant, yes.",272,,
1530,0.97,11240.228,11242.164,"Strauss, yes.",272,,
1531,0.97,11242.164,11243.365,"Herboldt, yes.",272,,
1532,0.97,11243.365,11245.067,"Lewis, yes.",272,,
1533,0.97,11245.067,11247.269,"Morale is, yes.",272,,
1534,0.97,11247.269,11248.27,"Mosqueda, yes.",272,,
1535,0.97,11248.27,11251.64,"President Gonzales, yes.",272,,
1536,0.97,11251.64,11257.679,Eight in favor not opposed.,272,,
1537,0.97,11257.679,11264.086,Thank you Madame clerk.,273,,
1538,0.97,11264.086,11266.054,The bill passes and the chair will sign it.,273,,
1539,0.97,11266.054,11268.724,I asked that the clerk please affix my signature to the legislation.,273,,
1540,0.97,11268.724,11274.796,Agenda item number 14 PR.,273,,
1541,0.97,11274.796,11292.681,Counsel bill 119 842 Establishng labor standards for paid sick and paid state for gig workers working in Seattle and amending sections 100.015 and .0 80 Oh ordinance 1260 and I want to make technical corrections.,273,,
1542,0.97,11292.681,11294.116,Thank you Madame clerk.,274,,
1543,0.97,11294.116,11298.72,I moved to Cal past counsel bill 119842.,274,,
1544,0.97,11298.72,11302.524,Is there a second?,274,,
1545,0.97,11302.524,11304.026,It has been moved and second.,274,,
1546,0.97,11304.026,11309.398,And to pass the bill Councilmember skate I believe you're going to take the lead on speaking on this bill.,274,,
1547,0.97,11309.398,11311.266,So I am going to handed over to you.,274,,
1548,0.97,11311.266,11315.504,Thank you Madame President.,275,,
1549,0.97,11315.504,11318.807,This is a technical memo that clarifies that this ordinance only applies to independent contractors.,275,,
1550,0.97,11318.807,11331.553,And that individuals who are already covered by Seattle's paid sick and save time ordinance . This should be pretty self explanatory but we were told by office of labor standards that we had to have this in code so that is what we are doing today.,275,,
1551,0.97,11331.553,11335.857,Thank you Councilmember Mosqueda.,276,,
1552,0.97,11335.857,11340.529,Are there any other comments on the bill?,276,,
1553,0.97,11340.529,11344.399,Seeing and hearing none with the clerk please call the roll on the passage of the bill.,276,,
1554,0.97,11344.399,11348.136,"Peterson, yes.",277,,
1555,0.97,11348.136,11350.372,"Sawant, yes.",277,,
1556,0.97,11350.372,11353.141,"Strauss, yes.",277,,
1557,0.97,11353.141,11355.577,"Herboldt, yes.",277,,
1558,0.97,11355.577,11356.878,"Lewis, yes.",277,,
1559,0.97,11356.878,11359.481,"Morale is, yes.",277,,
1560,0.97,11359.481,11363.285,"Mosqueda, yes.",277,,
1561,0.97,11363.285,11364.753,"President Gonzales, yes.",277,,
1562,0.97,11364.753,11370.092,Eight in favor not opposed.,277,,
1563,0.97,11370.092,11373.562,Thank you so much of the bill passes and the chair will sign it.,278,,
1564,0.97,11373.562,11377.332,I asked the clerk please affix my signature to the legislation.,278,,
1565,0.97,11377.332,11378.066,Okay agenda item 15.,278,,
1566,0.97,11378.066,11384.106,Will the clerk is read agenda item 15 into the record.,278,,
1567,0.97,11384.106,11394.716,"Resolution 31961 affirming the rights of members of the press, legal observers and medical personnel covering a protest against police brutality.",278,,
1568,0.97,11394.716,11398.286,Thank you Madame clerk.,279,,
1569,0.97,11398.286,11400.489,I will move to adopt resolution 319 61.,279,,
1570,0.97,11400.489,11403.325,Is there a second.,279,,
1571,0.97,11403.325,11409.231,It has been moved and Seconded to adopt the resolution.,279,,
1572,0.97,11409.231,11430.519,"I understand that you have a substitute version so I would like to suggest that before we make general comments, that we get the substitute before us and then we can open up, of the substitute version of resolution 31961.",279,,
1573,0.97,11430.519,11431.553,Thank you Madame President.,280,,
1574,0.97,11431.553,11442.264,I moved to amend resolution 31961 by substituting version 44 version 2 A. it has been moved and Seconded thank you.,280,,
1575,0.97,11442.264,11443.565,To substitute the resolution.,280,,
1576,0.97,11443.565,11449.037,Councilmember Mosqueda would you like us to just go ahead and take a vote on the substitute.,280,,
1577,0.97,11449.037,11453.441,Then we can make comments about the substitute version?,280,,
1578,0.97,11453.441,11462.117,"Unless our colleagues, we did have a conversation about it, the content of what is in the substitute version.",280,,
1579,0.97,11462.117,11471.593,Is there any need for additional description by the prime sponsor about what is in the substitute?,280,,
1580,0.97,11471.593,11479.601,Hearing the we will go ahead and asked the clerk to call the roll on the adoption of the substitute.,281,,
1581,0.97,11479.601,11483.271,"Peterson, yes.",282,,
1582,0.97,11483.271,11486.107,"Sawant, yes.",282,,
1583,0.97,11486.107,11487.609,"Strauss, yes.",282,,
1584,0.97,11487.609,11490.912,"Herboldt, yes.",282,,
1585,0.97,11490.912,11498.119,"Lewis, yes . morale of, yes.",282,,
1586,0.97,11498.119,11507.095,"Mosqueda, yes.",282,,
1587,0.97,11507.095,11510.098,"President Gonzales, yes.",282,,
1588,0.97,11510.098,11514.803,Eight in favor not opposed.,282,,
1589,0.97,11514.803,11516.104,Thank you the motion carries.,283,,
1590,0.97,11516.104,11519.007,The substitution is adopted and version 3 of the resolution is before the Council.,283,,
1591,0.97,11519.007,11528.45,I am going to have it back over to Councilmember Mosqueda to provide us with a room remarks about the resolution as amended.,283,,
1592,0.97,11528.45,11539.16,And that I will open it up for general comment and debate and we will then take a final roll call on it.,283,,
1593,0.97,11539.16,11540.128,Thank you Madame President.,284,,
1594,0.97,11540.128,11542.964,"For the record, I believe we have version 4 in front of us.",284,,
1595,0.97,11542.964,11546.434,Given the amendment that was circulated.,284,,
1596,0.97,11546.434,11548.737,Just want to double check that that is what we voted on.,284,,
1597,0.97,11548.737,11551.172,Was correct it was an error on my part.,284,,
1598,0.97,11551.172,11551.573,I apologize.,284,,
1599,0.97,11551.573,11553.742,Thank you I just wanted to make sure.,285,,
1600,0.97,11553.742,11555.076,It is been a long day.,285,,
1601,0.97,11555.076,11558.68,So I just thought I would Chime in there.,285,,
1602,0.97,11558.68,11564.786,"Counsel Collies, the resolution in front of us affirms that the free press have the right to cover protests in our community.",285,,
1603,0.97,11564.786,11582.704,"We know that during the last few months of the protests that we have seen Seattle and across the country, journalists have been subject to tactics that serve to intimidate or discourage reporters from performing their jobs.",285,,
1604,0.97,11582.704,11585.106,The responsibilities to observe these events and reported to the public.,285,,
1605,0.97,11585.106,11593.448,Local media outlets have said the ruling that we have seen from the local court that will require them to turn over photos and videos taken a protest threatens journalists roles.,285,,
1606,0.97,11593.448,11597.819,And prevents them from being seen as neutral observers.,285,,
1607,0.97,11597.819,11603.425,Could further erode trust between the public and the local media.,285,,
1608,0.97,11603.425,11607.495,This is a concern that we on city council want to make sure that we address and on.,285,,
1609,0.97,11607.495,11613.935,We want to make sure that those who are reporting in our streets are free from intimidation with covering protests.,285,,
